,season_year,season_type,gamekey,game_date,week,playid,game_clock,yardline,quarter,play_type,poss_team,home_team_visit_team,score_home_visiting,playdescription,No Play,PENALTY,declined,Offensive Holding,Defensive 12 On-field,Illegal Block Above the Waist,Fair Catch Interference,Running Into the Kicker,Unnecessary Roughness,Illegal Touch Kick,Illegal Use of Hands,False Start,Out of Bounds on Punt,Horse Collar Tackle,Face Mask,Ineligible Downfield Kick,Illegal Substitution,Illegal Formation,Delay of Game,Illegal Blindside Block,Neutral Zone Infraction,Tripping,Defensive Holding,Roughing the Kicker,Unsportsmanlike Conduct,Defensive Offside,Interference with Opportunity to Catch,Illegal Motion,Chop Block,Clipping,Invalid Fair Catch Signal,Illegal Shift,Offensive 12 On-field,Taunting,Offensive Pass Interference,Disqualification,Defensive Pass Interference,REVERSED,out of bounds,Touchback,fair catch,MUFF,downed,BLOCKED,TOUCHDOWN,no gain,FUMBLES,pass incomplete,Returned,returned for,return_yards,risk_factor,Season_Year,GameKey,PlayID,PlayUnique,GL,GLi,GLo,GR,GRi,GRo,P,PC,PDL1,PDL2,PDL3,PDL4,PDL5,PDL6,PDM,PDR1,PDR2,PDR3,PDR4,PDR5,PDR6,PFB,PLG,PLL,PLL1,PLL2,PLL3,PLM,PLM1,PLR,PLR1,PLR2,PLR3,PLS,PLT,PLW,PPL,PPLi,PPLo,PPR,PPRi,PPRo,PR,PRG,PRT,PRW,VL,VLi,VLo,VR,VRi,VRo
29,2016,Reg,222,11/20/2016,11,2410,08:01,MIA 20,3,Punt,MIA,LA-MIA,7 - 0,"(8:01) M.Darr punts 47 yards to LA 33, Center-J.Denney. T.Austin to MIA 31 for 36 yards (M.Hull). Penalty on LA-M.Brown, Illegal Block Above the Waist, declined. PENALTY on LA-M.Christian, Offensive Holding, 10 yards, enforced at LA 33.",False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.0,30.0,2016,222,2410,2016-222-2410,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0
28,2016,Reg,101,09/25/2016,3,1027,00:12,DEN 9,1,Punt,DEN,CIN-DEN,7 - 3,"(:12) R.Dixon punts 45 yards to CIN 46, Center-C.Kreiter. A.Jones to CIN 49 for 3 yards (Z.Anderson). FUMBLES (Z.Anderson), RECOVERED by DEN-S.Keo at CIN 46. S.Keo to CIN 46 for no gain (J.Wright). The Replay Official reviewed the fumble ruling, and the play was Upheld. The ruling on the field stands.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0.0,30.0,2016,101,1027,2016-101-1027,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1
27,2017,Reg,452,10/01/2017,4,1422,08:40,LA 37,2,Punt,LA,DAL-LA,17 - 6,"(8:40) (Punt formation) J.Hekker punts 46 yards to DAL 17, Center-J.McQuaide. R.Switzer MUFFS catch, RECOVERED by LA-T.Hill at DAL 18. T.Hill to DAL 18 for no gain (B.Jones). Penalty on DAL-B.Benwikere, Illegal Block Above the Waist, declined.",False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,0,0.0,30.0,2017,452,1422,2017-452-1422,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0
41,2017,Reg,431,09/21/2017,3,1317,11:44,LA 43,2,Punt,SF,SF-LA,7 - 17,"(11:44) B.Pinion punts 32 yards to LA 11, Center-K.Nelson. T.Austin MUFFS catch, RECOVERED by SF-K.Nelson at LA 12. K.Nelson to LA 12 for no gain (T.Austin).",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,0,0.0,28.0,2017,431,1317,2017-431-1317,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0
48,2016,Reg,234,11/27/2016,12,2722,05:20,CLV 30,3,Punt,CLV,CLV-NYG,6 - 14,"(5:20) B.Colquitt punts 50 yards to NYG 20, Center-C.Hughlett. O.Beckham pushed ob at NYG 46 for 26 yards (D.Kindred). PENALTY on NYG-E.Apple, Illegal Block Above the Waist, 10 yards, enforced at NYG 24. Penalty on NYG-P.Perkins, Illegal Block Above the Waist, declined.",False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.0,28.0,2016,234,2722,2016-234-2722,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0
46,2016,Reg,299,12/24/2016,16,3068,12:23,IND 12,4,Punt,IND,OAK-IND,33 - 14,"(12:23) P.McAfee punts 47 yards to OAK 41, Center-M.Overton, downed by IND. PENALTY on IND-C.Milton, Interference with Opportunity to Catch, 15 yards, enforced at OAK 41.",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0,0.0,28.0,2016,299,3068,2016-299-3068,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0
45,2016,Post,329,01/15/2017,2,1752,05:10,GB 7,2,Punt,GB,DAL-GB,10 - 21,"(5:10) (Punt formation) J.Schum punts 52 yards to DAL 41, Center-B.Goode. C.Beasley to DAL 49 for 8 yards (J.Tripp; K.Brice).",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,for 8 yard,8.0,28.0,2016,329,1752,2016-329-1752,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0
44,2016,Pre,17,08/11/2016,2,657,05:30,ATL 24,1,Punt,ATL,ATL-WAS,0 - 3,"(5:30) M.Bosher punts 56 yards to WAS 20, Center-J.Harris. R.Ross to WAS 28 for 8 yards (D.Campbell; P.DiMarco).",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,for 8 yard,8.0,28.0,2016,17,657,2016-17-657,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1
43,2017,Reg,548,11/19/2017,11,2574,10:37,JAX 25,3,Punt,JAX,CLV-JAX,7 - 10,"(10:37) B.Nortman punts 34 yards to CLV 41, Center-C.Holba. J.Peppers MUFFS catch, touched at CLV 41, RECOVERED by JAX-J.Wilson at CLV 31.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0.0,28.0,2017,548,2574,2017-548-2574,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0
42,2016,Reg,138,10/09/2016,5,1488,02:09,CIN 34,2,Punt,CIN,DAL-CIN,21 - 0,"(2:09) (Punt formation) K.Huber punts 43 yards to DAL 23, Center-C.Harris. L.Whitehead MUFFS catch, and recovers at DAL 22. L.Whitehead to DAL 22 for no gain (D.Dennard).",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,0,0.0,28.0,2016,138,1488,2016-138-1488,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0
47,2017,Reg,549,11/19/2017,11,2461,03:14,BLT 16,3,Punt,BLT,GB-BLT,0 - 13,"(3:14) S.Koch punts 53 yards to GB 31, Center-M.Cox. T.Davis to GB 40 for 9 yards (V.Mayle). PENALTY on BLT, Unsportsmanlike Conduct, 15 yards, enforced at GB 40.",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.0,28.0,2017,549,2461,2017-549-2461,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0
40,2017,Pre,355,08/19/2017,3,2506,09:37,HST 4,3,Punt,HST,HST-NE,10 - 13,"(9:37) S.Lechler punts 38 yards to HST 42, Center-J.Weeks. J.Coleman MUFFS catch, touched at HST 42, recovered by NE-K.Moore at HST 42. K.Moore to HST 42 for no gain (J.Hardee). PENALTY on NE-J.Freeny, Offensive Holding, 10 yards, enforced at HST 42.",False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,0,0.0,28.0,2017,355,2506,2017-355-2506,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1
38,2016,Reg,113,09/26/2016,3,488,06:28,ATL 46,1,Punt,ATL,NO-ATL,7 - 0,"(6:28) M.Bosher punts 42 yards to NO 12, Center-J.Harris. D.Harris MUFFS catch, RECOVERED by ATL-L.Reynolds at NO 11.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0.0,28.0,2016,113,488,2016-113-488,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0
37,2016,Reg,193,11/06/2016,9,1126,11:19,CAR 11,2,Punt,CAR,LA-CAR,0 - 7,"(11:19) A.Lee punts 48 yards to LA 41, Center-J.Jansen. T.Austin to LA 46 for 5 yards (M.Griffin).",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,for 5 yard,5.0,28.0,2016,193,1126,2016-193-1126,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0
36,2017,Pre,360,08/20/2017,3,2050,00:08,ATL 34,2,Punt,ATL,PIT-ATL,3 - 13,"(:08) (Punt formation) M.Bosher punt is BLOCKED by R.Nix, Center-J.Harris, recovered by ATL-M.Branch at ATL 30. M.Branch to ATL 30 for no gain (A.Chickillo).",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,0,0.0,28.0,2017,360,2050,2017-360-2050,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1
34,2016,Reg,199,11/10/2016,10,401,09:54,CLV 30,1,Punt,CLV,BLT-CLV,0 - 0,"(9:54) (Punt formation) B.Colquitt punts 54 yards to BLT 16, Center-C.Hughlett. D.Hester to BLT 32 for 16 yards (B.Boddy-Calhoun).",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,for 16 yard,16.0,28.0,2016,199,401,2016-199-401,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1
35,2017,Reg,529,11/05/2017,9,3680,02:00,KC 43,4,Punt,DAL,DAL-KC,28 - 17,"(2:00) (Punt formation) C.Jones punts 41 yards to KC 2, Center-L.Ladouceur. T.Hill to KC 2 for no gain (J.Hanna).",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0.0,28.0,2017,529,3680,2017-529-3680,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
39,2017,Reg,585,12/03/2017,13,120,13:17,HST 34,1,Punt,HST,TEN-HST,0 - 0,"(13:17) (Punt formation) S.Lechler punts 54 yards to TEN 12, Center-J.Weeks. A.Jackson to TEN 37 for 25 yards (A.Blue). FUMBLES (A.Blue), RECOVERED by HST-J.Todman at TEN 41. J.Todman to TEN 41 for no gain (A.Johnson).",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0.0,28.0,2017,585,120,2017-585-120,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0
56,2016,Pre,25,08/19/2016,3,2550,12:52,MIA 31,3,Punt,MIA,DAL-MIA,27 - 14,"(12:52) (Punt formation) M.Darr punts 55 yards to DAL 14, Center-R.DiSalvo. D.Swanson to DAL 41 for 27 yards (M.Gray).",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,for 27 yard,27.0,26.0,2016,25,2550,2016-25-2550,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1
63,2016,Reg,199,11/10/2016,10,216,12:27,BLT 31,1,Punt,BLT,BLT-CLV,0 - 0,"(12:27) (Punt formation) S.Koch punts 49 yards to CLV 20, Center-M.Cox. D.Johnson Jr. to CLV 17 for -3 yards (C.Moore).",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,for -3 yard,-3.0,26.0,2016,199,216,2016-199-216,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,2,1,1,1,1,0,0,1,0,0
62,2016,Pre,25,08/19/2016,3,255,12:07,DAL 27,1,Punt,DAL,DAL-MIA,0 - 0,"(12:07) (Punt formation) C.Jones punts 43 yards to MIA 30, Center-L.Ladouceur. J.Grant to MIA 40 for 10 yards (K.Wilber; D.Wilson). PENALTY on MIA-S.Gary, Illegal Block Above the Waist, 10 yards, enforced at MIA 40.",False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.0,26.0,2016,25,255,2016-25-255,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1
61,2016,Reg,291,12/24/2016,16,2061,01:24,BUF 4,2,Punt,BUF,BUF-MIA,7 - 14,"(1:24) C.Schmidt punts 48 yards to MIA 48, Center-G.Sanborn. J.Landry to BUF 36 for 16 yards (P.Brown, J.Meeks).",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,for 16 yard,16.0,26.0,2016,291,2061,2016-291-2061,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0
60,2016,Reg,162,10/23/2016,7,979,00:17,OAK 47,1,Punt,OAK,JAX-OAK,0 - 3,"(:17) M.King punts 40 yards to JAX 13, Center-J.Condo. R.Greene MUFFS catch, RECOVERED by OAK-A.Holmes at JAX 17. A.Holmes to JAX 17 for no gain (J.Wilson).",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,0,0.0,26.0,2016,162,979,2016-162-979,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0
59,2016,Reg,162,10/23/2016,7,210,12:34,JAX 24,1,Punt,JAX,JAX-OAK,0 - 0,"(12:34) B.Nortman punts 56 yards to OAK 20, Center-C.Tinker. J.Richard to OAK 30 for 10 yards (D.Robinson).",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,for 10 yard,10.0,26.0,2016,162,210,2016-162-210,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0
58,2016,Pre,21,08/20/2016,3,1238,09:09,CAR 34,2,Punt,CAR,TEN-CAR,7 - 10,"(9:09) (Punt formation) K.Redfern punts 48 yards to TEN 18, Center-J.Jansen. K.Byard to TEN 28 for 10 yards (M.Addison). FUMBLES (M.Addison), and recovers at TEN 27. K.Byard to TEN 27 for no gain (M.Addison).",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0.0,26.0,2016,21,1238,2016-21-1238,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0
57,2016,Pre,19,08/18/2016,3,144,14:09,CLV 10,1,Punt,CLV,CLV-ATL,0 - 0,"(14:09) A.Lee punts 61 yards to ATL 29, Center-C.Hughlett. J.Hardy to ATL 39 for 10 yards (C.Kirksey). PENALTY on ATL-N.Williams, Offensive Holding, 10 yards, enforced at ATL 39.",False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.0,26.0,2016,19,144,2016-19-144,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1
55,2016,Pre,54,09/01/2016,5,1045,09:57,PIT 24,2,Punt,PIT,CAR-PIT,6 - 0,"(9:57) J.Berry punts 45 yards to CAR 31, Center-G.Warren. D.Byrd to CAR 46 for 15 yards (S.Davis).",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,for 15 yard,15.0,26.0,2016,54,1045,2016-54-1045,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1
54,2016,Reg,216,11/20/2016,11,2744,04:37,BLT 43,3,Punt,BLT,DAL-BLT,17 - 10,"(4:37) (Punt formation) S.Koch punts 48 yards to DAL 9, Center-M.Cox. L.Whitehead to DAL 12 for 3 yards (A.McClellan).",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,for 3 yard,3.0,26.0,2016,216,2744,2016-216-2744,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1
53,2016,Post,324,01/08/2017,1,1133,10:24,MIA 41,2,Punt,MIA,PIT-MIA,20 - 3,(10:24) (Punt formation) Direct snap to M.Thomas.  M.Thomas up the middle to MIA 44 for 3 yards (R.Shazier).,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,for 3 yard,3.0,26.0,2016,324,1133,2016-324-1133,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0
52,2017,Pre,351,08/17/2017,3,607,04:14,JAX 19,1,Punt,JAX,JAX-TB,0 - 6,"(4:14) B.Nortman punts 55 yards to TB 26, Center-M.Overton. B.Reedy to TB 29 for 3 yards (J.McNary).",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,for 3 yard,3.0,26.0,2017,351,607,2017-351-607,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1
51,2016,Pre,39,08/25/2016,4,3470,07:17,SEA 28,4,Punt,SEA,SEA-DAL,27 - 10,"(7:17) J.Ryan punts 38 yards to DAL 34, Center-N.Frese. D.Swanson to DAL 47 for 13 yards (T.Smith; K.Lambert).",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,for 13 yard,13.0,26.0,2016,39,3470,2016-39-3470,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1
50,2017,Reg,399,09/07/2017,1,2712,09:37,NE 26,3,Punt,NE,NE-KC,17 - 14,"(9:37) R.Allen punts 35 yards to KC 39, Center-J.Cardona. T.Hill MUFFS catch, and recovers at KC 40. T.Hill to KC 40 for no gain (J.Richards). PENALTY on KC-D.Sorensen, Unsportsmanlike Conduct, 15 yards, enforced at KC 40.",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,0,0.0,26.0,2017,399,2712,2017-399-2712,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1
49,2016,Pre,49,08/26/2016,4,2001,03:12,TB 22,2,Punt,TB,TB-CLV,27 - 3,"(3:12) (Punt formation) B.Anger punts 51 yards to CLV 27, Center-A.DePaola. C.Coleman pushed ob at CLV 37 for 10 yards (M.Awe).",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,for 10 yard,10.0,26.0,2016,49,2001,2016-49-2001,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1
